latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
43.620384,-116.430725,788.0,-21600,America/Denver,GMT-6

time,temperature_2m (°F),relative_humidity_2m (%),dew_point_2m (°F),cloud_cover (%),wind_speed_10m (mp/h),precipitation (inch)
2026-08-19T10:00,75.3,27,38.6,0,1.5,0.000
2026-08-19T11:00,81.1,22,38.5,4,0.6,0.000
2026-08-19T12:00,85.0,19,38.6,45,2.5,0.000
2026-08-19T13:00,89.7,17,38.4,36,2.6,0.000
2026-08-19T14:00,93.5,14,36.5,44,3.3,0.000
2026-08-19T15:00,96.2,12,35.1,1,3.4,0.000
2026-08-19T16:00,97.6,11,34.1,2,4.2,0.000
2026-08-19T17:00,97.9,11,33.4,0,4.2,0.000
2026-08-19T18:00,98.0,10,32.0,1,6.2,0.000
2026-08-19T19:00,97.3,10,31.0,0,5.4,0.000
2026-08-19T20:00,94.8,11,31.3,0,5.0,0.000
2026-08-19T21:00,90.3,12,31.1,0,6.4,0.000
2026-08-19T22:00,86.8,14,31.5,0,4.2,0.000
2026-08-19T23:00,83.0,17,33.3,0,3.6,0.000
2026-08-20T00:00,79.1,20,34.7,0,0.7,0.000
2026-08-20T01:00,77.6,21,34.2,0,2.2,0.000
2026-08-20T02:00,75.7,23,35.5,0,1.5,0.000
2026-08-20T03:00,74.6,25,36.5,1,0.6,0.000
2026-08-20T04:00,72.3,27,36.2,0,2.4,0.000
2026-08-20T05:00,70.5,30,37.8,2,1.1,0.000
2026-08-20T06:00,66.5,40,41.5,10,1.8,0.000
2026-08-20T07:00,65.8,40,40.6,3,2.8,0.000
2026-08-20T08:00,66.8,38,40.4,3,4.5,0.000
2026-08-20T09:00,73.0,30,40.1,4,4.1,0.000
2026-08-20T10:00,79.6,22,37.1,3,2.9,0.000
2026-08-20T11:00,84.7,18,36.1,8,2.0,0.000
2026-08-20T12:00,88.8,15,35.8,27,1.9,0.000
2026-08-20T13:00,93.0,13,35.9,42,1.3,0.000
2026-08-20T14:00,96.2,12,35.0,73,2.5,0.000
2026-08-20T15:00,98.6,11,33.9,59,3.8,0.000
2026-08-20T16:00,100.2,10,33.9,54,4.4,0.000
2026-08-20T17:00,100.1,10,33.5,91,5.2,0.000
2026-08-20T18:00,99.6,10,32.5,88,5.7,0.000
2026-08-20T19:00,98.3,10,32.7,91,7.2,0.000
2026-08-20T20:00,95.4,11,32.4,80,6.0,0.000
2026-08-20T21:00,90.7,13,32.8,58,5.1,0.000
2026-08-20T22:00,87.3,15,34.6,52,3.9,0.000
2026-08-20T23:00,84.5,20,39.2,71,2.5,0.000
2026-08-21T00:00,81.0,22,38.3,80,1.4,0.000
2026-08-21T01:00,80.2,22,38.2,64,0.8,0.000
2026-08-21T02:00,77.9,24,37.9,52,2.2,0.000
2026-08-21T03:00,76.5,25,38.2,66,2.3,0.000
2026-08-21T04:00,76.0,27,39.9,45,0.3,0.000
2026-08-21T05:00,73.1,28,38.5,40,2.4,0.000
2026-08-21T06:00,69.1,40,43.6,68,1.8,0.000
2026-08-21T07:00,68.7,39,42.9,33,1.3,0.000
2026-08-21T08:00,70.1,34,40.7,88,1.2,0.000
2026-08-21T09:00,73.2,31,40.6,95,1.9,0.000
2026-08-21T10:00,78.0,25,39.6,98,1.6,0.000
2026-08-21T11:00,84.0,20,38.4,99,0.7,0.000
2026-08-21T12:00,88.2,17,38.0,68,1.4,0.000
2026-08-21T13:00,93.9,14,37.9,80,1.5,0.000
2026-08-21T14:00,98.0,12,36.7,92,2.1,0.000
2026-08-21T15:00,100.6,10,35.2,91,1.5,0.000
2026-08-21T16:00,102.6,9,34.1,77,0.8,0.000
2026-08-21T17:00,103.5,9,33.5,67,1.0,0.000
2026-08-21T18:00,103.7,8,31.5,92,2.7,0.000
2026-08-21T19:00,102.7,9,32.0,99,2.7,0.000
2026-08-21T20:00,98.3,10,33.1,79,3.3,0.000
2026-08-21T21:00,94.8,11,31.6,95,5.6,0.000
2026-08-21T22:00,92.8,12,32.8,92,3.6,0.000
2026-08-21T23:00,91.0,18,41.3,96,5.4,0.012
2026-08-22T00:00,87.2,22,43.6,98,2.5,0.008
2026-08-22T01:00,85.9,24,44.9,73,2.3,0.000
2026-08-22T02:00,82.8,26,44.6,72,1.8,0.000
2026-08-22T03:00,79.6,27,43.2,95,4.1,0.000
2026-08-22T04:00,78.4,34,47.5,66,0.5,0.000
2026-08-22T05:00,77.7,28,41.7,89,5.6,0.000
2026-08-22T06:00,72.2,42,47.8,67,4.5,0.000
2026-08-22T07:00,73.2,38,46.4,59,4.6,0.000
2026-08-22T08:00,75.5,34,45.5,57,4.2,0.000
2026-08-22T09:00,81.1,29,45.5,52,4.5,0.000
2026-08-22T10:00,87.4,24,46.1,68,5.1,0.000
2026-08-22T11:00,90.9,21,46.1,82,2.7,0.000
2026-08-22T12:00,92.6,21,46.9,43,6.0,0.000
2026-08-22T13:00,95.7,15,41.3,10,6.5,0.000
2026-08-22T14:00,96.7,14,39.8,21,6.7,0.000
2026-08-22T15:00,97.5,14,40.3,34,6.4,0.000
2026-08-22T16:00,97.2,14,40.7,42,5.4,0.000
2026-08-22T17:00,96.6,15,41.0,57,4.2,0.000
2026-08-22T18:00,95.7,15,40.3,18,3.2,0.000
2026-08-22T19:00,94.9,15,40.6,29,3.1,0.000
2026-08-22T20:00,92.0,18,43.2,16,3.9,0.004
2026-08-22T21:00,89.1,20,42.3,27,6.0,0.000
2026-08-22T22:00,87.7,20,42.2,38,5.8,0.000
2026-08-22T23:00,85.6,26,46.6,19,2.1,0.000
2026-08-23T00:00,81.6,29,46.2,11,5.1,0.000
2026-08-23T01:00,78.4,35,48.7,17,2.6,0.000
2026-08-23T02:00,77.4,36,48.1,56,3.4,0.000
2026-08-23T03:00,77.1,35,47.6,52,6.8,0.000
2026-08-23T04:00,73.2,39,46.7,44,8.1,0.000
2026-08-23T05:00,70.5,37,43.0,37,6.9,0.000
2026-08-23T06:00,67.0,40,41.7,28,3.1,0.000
2026-08-23T07:00,66.5,40,41.7,2,2.9,0.000
2026-08-23T08:00,68.3,38,41.8,0,2.8,0.000
2026-08-23T09:00,72.4,32,41.2,1,3.1,0.000
2026-08-23T10:00,76.2,28,40.7,0,4.2,0.000
2026-08-23T11:00,79.7,24,40.1,0,4.3,0.000
2026-08-23T12:00,82.1,22,39.6,0,4.5,0.000
2026-08-23T13:00,85.5,18,37.1,0,4.4,0.000
2026-08-23T14:00,88.0,15,34.7,0,4.4,0.000
2026-08-23T15:00,89.7,13,32.7,0,5.3,0.000
2026-08-23T16:00,90.4,12,31.0,0,6.2,0.000
2026-08-23T17:00,90.5,12,30.3,0,6.3,0.000
2026-08-23T18:00,89.8,12,30.2,8,7.7,0.000
2026-08-23T19:00,88.6,12,30.1,23,8.3,0.000
2026-08-23T20:00,86.0,13,30.2,31,7.4,0.000
2026-08-23T21:00,82.3,15,30.2,14,4.9,0.000
2026-08-23T22:00,81.3,15,30.0,41,5.6,0.000
2026-08-23T23:00,78.2,19,32.0,29,3.3,0.000
2026-08-24T00:00,73.9,21,31.9,61,0.8,0.000
2026-08-24T01:00,72.3,23,32.6,48,0.7,0.000
2026-08-24T02:00,71.1,26,34.2,27,0.3,0.000
2026-08-24T03:00,69.5,26,33.4,58,0.2,0.000
2026-08-24T04:00,66.8,30,34.8,77,4.1,0.000
2026-08-24T05:00,64.5,38,38.1,84,4.1,0.000
2026-08-24T06:00,60.9,51,42.5,73,1.5,0.000
2026-08-24T07:00,60.3,53,43.2,86,1.0,0.000
2026-08-24T08:00,61.6,48,41.7,90,0.6,0.000
2026-08-24T09:00,64.3,43,41.3,94,0.6,0.000
2026-08-24T10:00,68.5,36,40.6,90,0.7,0.000
2026-08-24T11:00,73.0,29,39.2,98,0.8,0.000
2026-08-24T12:00,77.4,24,38.1,68,1.8,0.000
2026-08-24T13:00,83.2,19,37.0,53,4.0,0.000
2026-08-24T14:00,87.4,16,36.2,53,1.4,0.000
2026-08-24T15:00,90.2,15,35.5,78,1.4,0.000
2026-08-24T16:00,91.8,14,35.5,82,0.4,0.000
2026-08-24T17:00,93.8,13,34.6,68,3.8,0.000
2026-08-24T18:00,90.3,16,38.2,94,3.0,0.000
2026-08-24T19:00,89.6,17,39.4,77,0.3,0.000
2026-08-24T20:00,87.3,21,42.7,84,1.9,0.000
2026-08-24T21:00,84.2,27,46.2,82,2.4,0.000
2026-08-24T22:00,83.1,28,46.7,64,2.3,0.000
2026-08-24T23:00,80.4,29,45.6,45,3.8,0.000
2026-08-25T00:00,77.1,31,44.5,79,4.4,0.000
2026-08-25T01:00,76.5,33,45.4,87,4.5,0.000
2026-08-25T02:00,75.7,33,45.0,89,4.5,0.000
2026-08-25T03:00,75.5,33,44.7,84,4.5,0.000
2026-08-25T04:00,73.5,37,45.3,1,3.9,0.000
2026-08-25T05:00,72.0,39,45.5,4,2.8,0.000
2026-08-25T06:00,69.7,39,43.6,1,2.2,0.000
2026-08-25T07:00,69.6,39,43.7,0,1.0,0.000
2026-08-25T08:00,70.7,38,43.8,0,2.2,0.000
2026-08-25T09:00,74.8,32,43.3,10,2.4,0.000
2026-08-25T10:00,80.2,28,44.2,20,3.7,0.000
2026-08-25T11:00,85.6,24,44.5,28,5.0,0.000
2026-08-25T12:00,90.7,20,44.2,16,5.3,0.000
2026-08-25T13:00,94.6,18,43.8,56,3.7,0.000
2026-08-25T14:00,97.1,15,42.6,45,2.9,0.000
2026-08-25T15:00,98.7,14,41.8,33,1.0,0.000
2026-08-25T16:00,99.5,14,41.3,63,0.4,0.000
2026-08-25T17:00,99.6,13,40.8,77,4.6,0.000
2026-08-25T18:00,97.6,14,41.2,46,1.1,0.000
2026-08-25T19:00,95.4,16,41.7,73,7.8,0.000
2026-08-25T20:00,92.7,18,43.6,63,8.2,0.000
2026-08-25T21:00,90.2,19,42.9,81,7.5,0.000
2026-08-25T22:00,88.8,20,42.8,64,7.4,0.000
2026-08-25T23:00,85.6,26,46.4,58,8.1,0.000
2026-08-26T00:00,81.0,33,49.2,73,6.7,0.000
2026-08-26T01:00,79.7,35,49.8,81,7.5,0.000
2026-08-26T02:00,79.8,33,48.3,93,8.1,0.000
2026-08-26T03:00,79.8,32,47.0,94,6.9,0.000
2026-08-26T04:00,78.4,33,46.6,81,6.4,0.000
2026-08-26T05:00,76.6,35,46.6,61,6.6,0.000
2026-08-26T06:00,73.4,36,45.1,60,7.0,0.000
2026-08-26T07:00,74.2,35,44.8,71,5.6,0.000
2026-08-26T08:00,75.2,34,45.1,81,3.5,0.000
2026-08-26T09:00,77.0,34,46.4,71,4.6,0.000
2026-08-26T10:00,80.3,31,47.0,69,5.2,0.000
2026-08-26T11:00,85.6,25,45.5,88,5.6,0.000
2026-08-26T12:00,88.9,22,45.1,91,9.0,0.000
2026-08-26T13:00,93.2,19,44.2,70,8.2,0.000
2026-08-26T14:00,96.7,15,41.5,39,4.8,0.000
2026-08-26T15:00,98.8,13,39.8,41,2.9,0.000
2026-08-26T16:00,99.3,13,39.0,35,1.8,0.000
2026-08-26T17:00,99.9,12,38.3,53,3.3,0.000
2026-08-26T18:00,98.3,12,37.0,70,7.2,0.000
2026-08-26T19:00,97.3,12,37.1,55,8.1,0.000
2026-08-26T20:00,94.9,14,37.4,48,6.6,0.000
2026-08-26T21:00,90.7,16,38.6,38,2.5,0.000
2026-08-26T22:00,88.3,18,39.4,45,1.9,0.000
2026-08-26T23:00,85.6,20,39.9,52,1.1,0.000
2026-08-27T00:00,82.4,20,37.3,71,3.7,0.000
2026-08-27T01:00,82.9,20,38.3,60,7.4,0.000
2026-08-27T02:00,81.9,22,39.6,66,6.5,0.000
2026-08-27T03:00,79.9,24,39.8,70,7.2,0.000
2026-08-27T04:00,79.3,24,39.7,47,8.5,0.000
2026-08-27T05:00,78.1,26,40.6,94,7.2,0.000
2026-08-27T06:00,72.5,33,41.8,88,5.2,0.000
2026-08-27T07:00,71.3,35,42.5,91,0.6,0.000
2026-08-27T08:00,72.7,36,44.2,88,3.2,0.000
2026-08-27T09:00,77.1,32,44.6,86,1.0,0.000
2026-08-27T10:00,82.5,26,43.9,84,3.0,0.000
2026-08-27T11:00,86.6,22,43.6,82,2.2,0.000
2026-08-27T12:00,90.4,19,42.4,81,3.3,0.000
2026-08-27T13:00,92.7,15,38.6,57,4.5,0.000
2026-08-27T14:00,95.1,11,33.4,44,4.9,0.000
2026-08-27T15:00,96.2,10,29.9,32,3.9,0.000
2026-08-27T16:00,96.8,8,27.1,4,2.5,0.000
2026-08-27T17:00,97.7,7,22.0,0,3.0,0.000
2026-08-27T18:00,97.9,6,21.4,5,4.0,0.000
2026-08-27T19:00,97.0,6,20.8,0,5.8,0.000
2026-08-27T20:00,92.9,8,21.8,84,8.1,0.000
2026-08-27T21:00,89.1,9,23.5,36,6.9,0.000
2026-08-27T22:00,87.3,10,23.4,92,9.2,0.000
2026-08-27T23:00,85.1,11,24.9,98,7.9,0.000
2026-08-28T00:00,81.0,13,26.2,99,4.1,0.000
2026-08-28T01:00,80.0,15,27.9,100,2.1,0.000
2026-08-28T02:00,79.4,14,26.3,100,6.2,0.000
2026-08-28T03:00,75.2,29,41.2,100,8.3,0.000
2026-08-28T04:00,72.1,40,46.6,100,6.3,0.000
2026-08-28T05:00,71.4,41,46.4,100,6.3,0.000
2026-08-28T06:00,68.4,43,45.1,100,3.8,0.000
2026-08-28T07:00,67.8,43,44.3,98,3.0,0.000
2026-08-28T08:00,68.0,40,42.8,100,2.7,0.000
2026-08-28T09:00,68.2,38,41.9,82,2.1,0.000
2026-08-28T10:00,70.5,36,42.0,70,1.2,0.000
2026-08-28T11:00,75.5,30,41.5,75,1.2,0.000
2026-08-28T12:00,76.8,29,41.8,98,1.2,0.000
2026-08-28T13:00,81.1,24,41.5,100,0.2,0.000
2026-08-28T14:00,84.1,21,40.3,100,1.7,0.000
2026-08-28T15:00,85.9,20,39.6,98,2.7,0.000
2026-08-28T16:00,87.4,19,39.6,99,3.9,0.000
2026-08-28T17:00,87.3,19,40.6,99,5.5,0.000
2026-08-28T18:00,88.0,21,43.1,100,6.1,0.000
2026-08-28T19:00,87.2,22,43.3,100,4.7,0.000
2026-08-28T20:00,85.6,22,42.2,96,6.9,0.000
2026-08-28T21:00,82.5,27,45.4,91,10.1,0.000
2026-08-28T22:00,80.3,32,48.1,89,12.5,0.000
2026-08-28T23:00,77.4,43,53.3,41,12.2,0.000
2026-08-29T00:00,74.4,46,52.4,52,10.9,0.000
2026-08-29T01:00,74.0,47,52.4,47,12.0,0.000
2026-08-29T02:00,73.3,48,52.3,58,12.4,0.000
2026-08-29T03:00,72.3,48,51.8,21,13.0,0.000
2026-08-29T04:00,71.2,50,51.5,7,12.2,0.000
2026-08-29T05:00,70.2,51,51.2,7,10.7,0.000
2026-08-29T06:00,67.9,55,51.1,27,7.0,0.000
2026-08-29T07:00,67.3,57,51.4,0,6.1,0.000
2026-08-29T08:00,67.8,57,51.8,0,5.0,0.000
2026-08-29T09:00,71.3,51,52.1,0,3.1,0.000
2026-08-29T10:00,75.8,39,49.1,0,2.1,0.000
2026-08-29T11:00,78.7,29,43.3,0,4.5,0.000
2026-08-29T12:00,81.3,21,37.9,0,5.8,0.000
2026-08-29T13:00,82.9,20,37.5,24,5.0,0.000
2026-08-29T14:00,83.8,20,38.6,21,4.1,0.000
2026-08-29T15:00,85.0,19,37.9,13,4.1,0.000
2026-08-29T16:00,86.4,16,34.2,0,6.2,0.000
2026-08-29T17:00,87.1,14,31.7,23,10.6,0.000
2026-08-29T18:00,86.3,15,32.5,31,10.4,0.000
2026-08-29T19:00,84.4,16,32.7,7,11.4,0.000
2026-08-29T20:00,82.9,15,30.0,7,10.2,0.000
2026-08-29T21:00,78.9,17,30.4,22,14.6,0.000
2026-08-29T22:00,73.7,21,31.6,13,15.2,0.000
2026-08-29T23:00,70.2,23,30.8,25,14.0,0.000
2026-08-30T00:00,66.2,28,31.7,23,11.7,0.000
2026-08-30T01:00,64.9,29,31.7,14,11.9,0.000
2026-08-30T02:00,62.9,31,31.5,0,11.0,0.000
2026-08-30T03:00,61.3,32,31.5,0,10.0,0.000
2026-08-30T04:00,59.5,35,31.6,0,9.9,0.000
2026-08-30T05:00,57.9,38,32.7,0,9.2,0.000
2026-08-30T06:00,54.8,43,32.7,0,5.9,0.000
2026-08-30T07:00,53.9,45,32.9,0,4.0,0.000
2026-08-30T08:00,55.0,43,32.9,0,3.3,0.000
2026-08-30T09:00,57.7,39,32.7,1,4.0,0.000
2026-08-30T10:00,60.6,35,32.8,0,5.2,0.000
2026-08-30T11:00,64.0,31,32.5,0,5.1,0.000
2026-08-30T12:00,66.7,28,32.9,0,4.7,0.000
2026-08-30T13:00,69.6,25,31.8,10,4.4,0.000
2026-08-30T14:00,72.1,22,30.7,9,4.3,0.000
2026-08-30T15:00,74.1,19,29.0,10,4.7,0.000
2026-08-30T16:00,75.6,17,27.4,21,5.5,0.000
2026-08-30T17:00,76.3,16,26.2,38,5.8,0.000
2026-08-30T18:00,76.5,14,23.8,36,5.9,0.000
2026-08-30T19:00,75.7,14,22.6,40,5.8,0.000
2026-08-30T20:00,73.1,15,22.9,11,4.8,0.000
2026-08-30T21:00,69.4,18,23.7,2,4.4,0.000
2026-08-30T22:00,68.1,19,24.4,0,3.8,0.000
2026-08-30T23:00,66.1,22,25.7,0,2.8,0.000
2026-08-31T00:00,62.1,25,26.1,0,0.1,0.000
2026-08-31T01:00,60.8,26,25.8,0,2.0,0.000
2026-08-31T02:00,59.8,26,25.1,0,2.3,0.000
2026-08-31T03:00,58.6,27,24.7,0,3.1,0.000
2026-08-31T04:00,57.6,28,24.9,0,3.3,0.000
2026-08-31T05:00,56.1,31,25.6,0,3.3,0.000
2026-08-31T06:00,52.2,39,28.2,0,2.4,0.000
2026-08-31T07:00,52.3,41,29.0,0,1.5,0.000
2026-08-31T08:00,53.8,36,27.7,0,1.6,0.000
2026-08-31T09:00,57.9,32,28.0,0,1.5,0.000
2026-08-31T10:00,63.9,25,27.1,0,1.4,0.000
2026-08-31T11:00,71.0,18,25.1,0,2.7,0.000
2026-08-31T12:00,74.9,15,24.5,0,2.5,0.000
2026-08-31T13:00,79.6,13,23.7,0,3.0,0.000
2026-08-31T14:00,83.2,11,22.7,4,3.5,0.000
2026-08-31T15:00,85.8,10,22.0,16,3.6,0.000
2026-08-31T16:00,87.5,9,21.7,0,3.3,0.000
2026-08-31T17:00,88.3,9,21.7,0,3.1,0.000
2026-08-31T18:00,88.9,9,21.8,0,4.0,0.000
2026-08-31T19:00,88.0,9,22.6,0,3.4,0.000
2026-08-31T20:00,82.9,14,29.2,0,2.6,0.000
2026-08-31T21:00,80.0,14,27.3,0,3.1,0.000
2026-08-31T22:00,76.9,16,27.7,0,3.3,0.000
2026-08-31T23:00,72.8,22,31.4,0,2.7,0.000
